CLINIC,ADDRESS,PHONE,EMAIL
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377104783,  377104783,
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377104765,  377104765,
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377103111,  377103111,
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377104733,  377104733,
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377103111,  377103111,
Fakultní nemocnice Plzeň,Alej Svobody  80 304 60 PlzeňTel.:  377104763,  377104763,
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377104 716,  377104 716,
Fakultní nemocnice Plzeň,Alej Svobody 80 304 60 PlzeňTel.:  377104737,  377104737,
Fakultní nemocnice Plzeň,"Dr. E. Beneše 13 305 99 PlzeňTel.:  377401111, 377103111","  377401111, 377103111",
Fakultní nemocnice u sv. Anny,Pekařská 53 656 91 BrnoTel.:  543181111,  543181111,
Fakultní nemocnice u sv. Anny v Brně,Berkova 1204/34 612 00 Brno,,
Fakultní Thomayerova nemocnice,Vídeňská 800 140 59 Praha 4Tel.:  261081111,  261081111,
Family Dent s.r.o.,"Chválenická 37 326 00 PlzeňTel.:  377448605, 606839101E-mail:  marcelarousova@post.cz","  377448605, 606839101",  marcelarousova@post.cz
Family Dental Care s.r.o.,"Sokolovská 905/246 190 00 Praha 9Tel.:  222766110, 773294649E-mail:  info@familydentalcare.cz","  222766110, 773294649",  info@familydentalcare.cz
Family Dental Care s.r.o.,Bludovická 396 199 00 Praha 9Tel.:  222766055E-mail:  fdc.letnany@gmail.com,  222766055,  fdc.letnany@gmail.com
Family Dental Centrum s.r.o.,Lva Tolstého 1159 438 01 Žatec,,
Family Medical Care s.r.o.,Kosmická 537/2 149 00 Praha 4Tel.:  608712233,  608712233,
Fastum Euro smile s.r.o.,Holandská 365/10 101 00 Praha 10Tel.:  739912998,  739912998,
Felicity Dental s.r.o.,Poručíka Hoši 528/2c 747 11 KozmiceTel.:  596923297,  596923297,
Felixdent s.r.o.,Tanvaldská 224 463 11 Liberec 30Tel.:  485161443,  485161443,
FFDENT s.r.o.,Olšanská 2666/7 130 00 Praha 3Tel.:  776258240,  776258240,
Fiala Dent s.r.o.,Pod Haldou 64 266 01 Beroun - Závodí,,
Fiala Dent s.r.o.,Holandská 123/123 266 01 BerounTel.:  728961496E-mail:  info@zubar-beroun.cz,  728961496,  info@zubar-beroun.cz
Fialka dentalis s.r.o.,Záviškova 151/1 594 01 Velké MeziříčíTel.:  775234573E-mail:  fialkadentalis@seznam.cz,  775234573,  fialkadentalis@seznam.cz
FiDent s.r.o.,Komenského 170 688 01 Uherský BrodTel.:  777302078E-mail:  info@fident.cz,  777302078,  info@fident.cz
"Fidentia - Pavlečka, s.r.o.",Zbrojnická 224/1 162 00 Praha 6Tel.:  724338011,  724338011,
FILIMADENT s.r.o.,Slavíčkova 564/20 400 01 Ústí nad LabemTel.:  472744099,  472744099,
Fill-in Dental s.r.o.,Karvinská 571/9 737 01 Český TěšínTel.:  727918556,  727918556,
Findent s.r.o.,Prvního pluku 347/12a 186 00 Praha 8,,
FiNe DENT s.r.o.,"Čsl. armády 809/39 794 01 Krnov, Pod Cvilínem",,
Finedent clinic s.r.o.,Americká 508/22 120 00 Praha 2,,
FINEDENT Plus s.r.o.,Americká 508/22 120 00 Praha 2Tel.:  736446266E-mail:  info@finedent.cz,  736446266,  info@finedent.cz
"FIT Dental, s.r.o.","Vinohradská 2405/190 130 00 Praha 3Tel.:  271751943, 602760390,  736762446E-mail:  info@fitdental.cz","  271751943, 602760390,  736762446",  info@fitdental.cz
"Fit Dental, s.r.o.",Fibichova 267/9 276 01 MělníkTel.:  602 209 989E-mail:  melnik@fitdental.cz,  602 209 989,  melnik@fitdental.cz
Fitdent s.r.o.,17. listopadu 302/22 350 02 ChebTel.:  351 013 397E-mail:  ordinace@fitdent.cz,  351 013 397,  ordinace@fitdent.cz
FJ STOMADENT spol. s r.o.,"Tišická 396/1 181 00 Praha 8Tel.:  233555555, 724589830","  233555555, 724589830",
FK Dent Most s.r.o.,Pionýrů 1500 434 01 Most,,
Flortho s.r.o.,Dukelská 57/29 682 01 Vyškov,,
Fluorum Dent s.r.o.,Staropramenná 397/4 150 00 Praha 5,,
FN Brno Dětská nemocnice,"Černopolní 9 625 00 BrnoTel.:  532234612, 532231111","  532234612, 532231111",
"FOLDENT, s.r.o.","Roosveltova 2223/30 746 01 Opava-PředměstíTel.:  553613504,735171093","  553613504,735171093",
Fordent s.r.o.,B. Němcové 1222/15 678 01 BlanskoTel.:  605184479E-mail:  info@fordent.cz,  605184479,  info@fordent.cz
ForestDent s.r.o.,Revoluční 692 330 11 Třemošná,,
ForSmile s.r.o.,Slezská 514 537 05 Chrudim II,,
FORWARD ESTE s.r.o.,Sokolovská 810/304 190 00 Praha 9Tel.:  725009418,  725009418,
FOXDENT zubní ordinace s.r.o.,Na Radouči 1400 293 01 Mladá BoleslavTel.:  774056599E-mail:  ordinace@foxdent.cz,  774056599,  ordinace@foxdent.cz
FREE DENT s.r.o.,8. pěšího pluku 2389 738 01 Frýdek-Místek,,
Freemed s.r.o.,Náměstí Dr. Lützowa 345 517 54 VamberkTel.:  736419151,  736419151,
FREN DENTAL s.r.o.,Tyršova 949 744 01 Frenštát pod RadhoštěmTel.:  556801459,  556801459,
Fresh Dent s.r.o.,Havlíkova 49/1 435 43 Horní Jiřetín,,
FRESHDENT Schweitzerova s.r.o.,Schweitzerova 160/16 779 00 OlomoucTel.:  608786163E-mail:  freshdentolomouc@gmail.com,  608786163,  freshdentolomouc@gmail.com
FRIDENT zubní ordinace a laboratoř s.r.o.,Nádražní 110/12 397 01 PísekTel.:  382214635,  382214635,
"FriendlyDent, s.r.o.",Internacionální 1231/8 165 00 Praha 6Tel.:  725395905E-mail:  info@friendlydent.cz,  725395905,  info@friendlydent.cz
Frydent s.r.o.,Rokolská 123 549 22 Nový HrádekTel.:  495 217 195,  495 217 195,
FSmile s.r.o.,"Tyršova 515 517 73 OpočnoTel.:  494667553, 777667353E-mail:  petra.svetlikova@centrum.cz","  494667553, 777667353",  petra.svetlikova@centrum.cz
FullDent s.r.o.,Sázavská 791/11 120 00 Praha 2Tel.:  212 249 924E-mail:  recepce@fulldent.cz,  212 249 924,  recepce@fulldent.cz
FutureDent s.r.o.,K. Světlé 500/2a 370 04 České BudějoviceTel.:  777732414,  777732414,
FV - Dent s.r.o.,"Olomoucká 1848/173 785 01 ŠternberkTel.:  585085282, 737764067","  585085282, 737764067",
G A Dent s.r.o.,Tyršova 1832/9 702 00 Ostrava - Moravská OstravaTel.:  777198185,  777198185,
GABZDYL s.r.o.,Zborovská 2012 753 01 Hranice I-MěstoTel.:  581606703,  581606703,
GALA ORTODONCIE s.r.o.,Sochorova 3226/40 616 00 Brno,,
GALADENT s.r.o.,Pod Koupalištěm 1087 293 06 KosmonosyTel.:  326399600E-mail:  galadent@seznam.cz,  326399600,  galadent@seznam.cz
Galenica dental s.r.o.,Sokolská třída 1925/49 702 00 Ostrava - Moravská OstravaTel.:  +420777428394,  +420777428394,
GAMADENT s.r.o.,Vodní 105 760 01 ZlínTel.:  577436608,  577436608,
GANIMED & GROUP s.r.o.,Vojtěšská 217 277 11 Neratovice,,
Ganna Lisachenko,Celní 3347 415 01 TepliceTel.:  734144371,  734144371,
GastaDent s.r.o.,Bořivojova 540/30a 779 00 Olomouc,,
GAVRIELLA GILI spol. s.r.o.,K Nemocnici 2231/75 741 01 Nový Jičín,,
"GEM Dent, s.r.o.",Sídliště Svobody 3576/77 797 01 ProstějovTel.:  775700500E-mail:  gemdent@seznam.cz,  775700500,  gemdent@seznam.cz
GEMINI DENS s.r.o.,Rudolfa Holeky 634/1 198 00 Praha 9Tel.:  608933669E-mail:  geminidens@seznam.cz,  608933669,  geminidens@seznam.cz
"GEMINI DENS, s.r.o.","Československé armády 287 500 03 Hradec KrálovéTel.:  495585490, 775239493, 608933669","  495585490, 775239493, 608933669",
Gentledent s.r.o.,Bechyňova 2571/3 160 00 Praha 6Tel.:  233338746,  233338746,
"Geodental, s.r.o.",Nábřeží Míru 16 737 01 Český TěšínTel.:  724770304,  724770304,
GigaDent s.r.o.,Šunychelská 710 735 81 Bohumín,,
GioDent s.r.o.,Miličova 1689/12 390 02 Tábor,,
GK dental clinic s.r.o.,K Nemocnici 2814 272 01 Kladno,,
"Glamour Aesthetic Clinic, s.r.o.",Kateřinská 1526/7 120 00 Praha 2,,
GLASS Holding s.r.o.,Peckova 280/9 186 00 Praha 8Tel.:  607029829,  607029829,
Global-Dent s.r.o.,Valdštejnská 401/45 460 01 LiberecTel.:  485111178E-mail:  jindrajuricek@iol.cz,  485111178,  jindrajuricek@iol.cz
GloryDENT s.r.o.,Jaselská 83/15 293 01 Mladá Boleslav II,,
GoDent s.r.o.,Pod Malým vrchem 1510 282 01 Český BrodTel.:  739046832,  739046832,
GOLD DENT s.r.o.,Poupětova 7 779 00 OlomoucTel.:  792317104,  792317104,
GOLDEN HANDS s.r.o.,Václavské nám. 846/1 110 00 Praha 1Tel.:  224475215,  224475215,
Goldent s.r.o.,J. E. Purkyně 1150 570 01 Litomyšl,,
Gor Yuriy,Dvorecká 533/7 147 00 Praha 4,,
GR Dental Avenue s.r.o.,Lumírova 639/2 700 00 Ostrava - Výškovice,,
"GRACE dentální klinika, spol. s r.o.",Antonínova 4465 760 01 Zlín,,
Gratiadent zubní centrum s.r.o.,"Havlíčkova 703/12 301 00 Plzeň, Jižní Předměstí",,
Green - Dent s.r.o.,Nivnická 484  Dolní Němčí,,
Gruberovi - stomatologie s.r.o.,Hradecká 435 333 01 StodTel.:  799797435,  799797435,
GUM care s.r.o.,Palackého 1198/14 779 00 Olomouc,,
GUMISTA DENT s.r.o.,Přemyslovská 2845/43 130 00 Praha 3,,
GYNDENT PRO s.r.o.,Kodaňská 572/47 101 00 Praha 10,,
H.M.C. Vrchlabí s.r.o.,Slovanská  94 543 01 VrchlabíTel.:  499421135E-mail:  hmc@hmc.cz,  499421135,  hmc@hmc.cz
HA Dent Ostrava s.r.o.,Doktora Martínka 1491/7 700 30 Ostrava,,
HA Dent Ostrava s.r.o.,Frýdecká 936/59 739 32 VratimovTel.:  596732579,  596732579,
HADCER s.r.o.,Vratimovská 681/80 719 00 Ostrava - KunčiceTel.:  595682012,  595682012,
Hahn-Dent s.r.o.,Lipová 243/2 747 28 ŠtěpánkoviceTel.:  553675484,  553675484,
HAIRAPETJANA Marine,U Pivovarské zahrady 793/5 400 07 Ústí nad Labem 7,,
Hairapetjana Marine,U Nádraží 955/5 415 01 Teplice,,
hajda zubní s.r.o.,Na Zahrádkách 194/17 779 00 Olomouc - ŘepčínTel.:  585411948,  585411948,
HAJNÍK DENTAL s.r.o.,Jeronýmova 232/15 460 07 Liberec 7Tel.:  602363696E-mail:  hajnikdental@gmail.com,  602363696,  hajnikdental@gmail.com
HALIDENT s.r.o.,Hlavní 150/94 691 06 Velké PavloviceTel.:  725557007,  725557007,
HANYDENT s.r.o.,Velkopavlovická 4310/25 628 00 Brno,,
Happy Dent Jih s.r.o.,U Stadionu 270 383 01 PrachaticeTel.:  601502339,  601502339,
Happy Smile s.r.o.,Budečská 2165/35 120 00 Praha 2Tel.:  222516335,  222516335,
Happy Teeth s.r.o.,Komenského nábřeží 102 739 21 Paskov,,
happydent s.r.o.,F. V. Krejčího 405 560 02 Česká TřebováTel.:  734100171E-mail:  info@happydent.eu,  734100171,  info@happydent.eu
HARMONY spol. s r.o.,Krapkova 279/5 779 00 OlomoucTel.:  585411101,  585411101,
Havanská Dent s.r.o.,Havanská 786/1 708 00 OstravaTel.:  720 077 793,  720 077 793,
Havlík Dental Clinic s.r.o.,"Fibichova 1043/4 669 02 ZnojmoTel.:  515225202, 605556672","  515225202, 605556672",
"HDC Kladno s.r.o. - Slánská 1526, Kladno",Slánská 1526 272 01 Kladno,,
HDent s.r.o.,Fibichova 27 537 01 Chrudim IIITel.:  469620561E-mail:  dr.hornicek@hdent.cz,  469620561,  dr.hornicek@hdent.cz
Health Care Management s.r.o.,Plynární 1617/10  170 00 Praha 7,,
healthy smile s.r.o.,Tišická 396/1 181 00 Praha 8,,
HEDY spol. s.r.o.,Ohmova 271/2 109 00 Praha 10,,
"Helena Kubánková, Dis",náměstí T.G. Masaryka 29 534 01 Holice,,
"Helena Škubalová, MUDr. s.r.o.",Podřevnická 10 763 11 Želechovice nad Dřevnicí,,
"Helena Škubalová, MUDr. s.r.o.",Štefánikova 7241 760 01 Zlín,,
HELIDENTIST s.r.o.,Kavaleristů 1260/10 779 00 OlomoucTel.:  606711733E-mail:  objednavky@mojezuby.info,  606711733,  objednavky@mojezuby.info
HELIODENT s.r.o.,Kmochova 1652/8 736 01 Havířov - PodlesíTel.:  590990890E-mail:  heliodent@centrum.cz,  590990890,  heliodent@centrum.cz
HELIODENT s.r.o.,Sokolská třída 2587/81 702 00 OstravaTel.:  722 367 815E-mail:  heliodent@centrum.cz,  722 367 815,  heliodent@centrum.cz
HELIOS DENT s.r.o.,Gellhornova 9 678 01 Blansko,,
"Hella Medical, s.r.o.",Národní 417/35 110 00 Praha 1,,
Helladent s.r.o.,Bechyňova 2571/3 160 00 Praha 6Tel.:  233320229,  233320229,
"HELMARDENT, s.r.o.",Masarykovo náměstí 6/5 733 01 Karviná - FryštátTel.:  722529676,  722529676,
HelpDent s.r.o.,"U Keramičky 448 334 42 Chlumčany u PřešticTel.:  377971327, 607204342","  377971327, 607204342",
HelpDental s.r.o.,Františkánská 163 686 01 Uherské HradištěTel.:  572549752,  572549752,
HelpDental s.r.o.,Záhumenní 244 686 04 PodolíTel.:  572549752,  572549752,
HerDent s.r.o.,Žitavského 497 156 00 Praha 5Tel.:  736 411 980E-mail:  info@zubnizbraslav.cz,  736 411 980,  info@zubnizbraslav.cz
Hermés Dent s.r.o.,Rybkova 338/9 621 00 Brno,,
Hero Dental s.r.o.,Anenská 1488/1 746 01 Opava,,
HeryDent s.r.o.,Tyršova 1836 744 01 Frenštát pod Radhoštěm,,
HÉTHÁRŠI zubní ordinace s.r.o.,Husova 299/7 293 01 Mladá BoleslavTel.:  727894126E-mail:  info@zohe.cz,  727894126,  info@zohe.cz
Hezké zuby s.r.o.,Stará cesta 2325 738 01 Frýdek-MístekTel.:  606767720,  606767720,
Hezký úsměv s.r.o. - ORTODONCIE,Křižíkova 332/1 186 00 Praha 8,,
"HG Dental Czech, s.r.o.",Ostravská 878 735 41 PetřvaldTel.:  596541218,  596541218,
"Hi-dent, s.r.o.",Zelená 2502/37 702 00 Ostrava - Moravská OstravaTel.:  596632910,  596632910,
Hippo Dent s.r.o.,Hanychovská 549/28 460 07 LiberecTel.:  482770330,  482770330,
"HL Dent, s.r.o.",Českobratrská 2558/27 796 01 ProstějovTel.:  582340949,  582340949,
HNdent dental clinic s.r.o.,Leoše Janáčka 217 686 01 Uherské Hradiště,,
HN-DENTAL spol. s r.o.,Kyjevská 44 530 03 PardubiceTel.:  466019402,  466019402,
Hodný zubař s.r.o.,Tuřanka 1222/115 627 00 Brno,,
Hofer Dental s.r.o.,Reální 338/6 702 00 OstravaTel.:  604 706 960E-mail:  info@hoferdental.cz,  604 706 960,  info@hoferdental.cz
HOLISTIC DENTAL AND PHYSIO CENTRE s.r.o.,Na Poříčním právu 376/1 128 00 Praha 2Tel.:  720947967,  720947967,
Holistic Dental s.r.o.,"Sokolovská 222/65 360 05 Karlovy VaryTel.:  353569197, 602157139E-mail:  Aleksandr77@seznam.cz","  353569197, 602157139",  Aleksandr77@seznam.cz
HolKa Dent s.r.o.,Komenského 49/6 268 01 HořoviceTel.:  311516660,  311516660,
HOMEODENT s.r.o.,Strnadova 1188/10 326 00 PlzeňTel.:  377444543E-mail:  homeodent@homeodent.cz,  377444543,  homeodent@homeodent.cz
Hope Dental Group s.r.o.,1. máje 500 739 61 TřinecTel.:  558272037,  558272037,
Hornická nemocnice s poliklinikou spol. s r.o.,Pražská 206/95 418 01 BílinaTel.:  417777111E-mail:  hnsp@hnsp.cz,  417777111,  hnsp@hnsp.cz
Horská zubní ordinace s.r.o.,Jihoslovanská 465 543 01 VrchlabíTel.:  721599063E-mail:  horskazubni@seznam.cz,  721599063,  horskazubni@seznam.cz
Houdek Dent s.r.o.,č.p. 229 382 72 Dolní Dvořiště,,
HP Dent s.r.o.,1. máje 823 756 61 Rožnov pod RadhoštěmTel.:  721263636,  721263636,
"Hrabě & Cesar, s.r.o.",Doudova 652/10 147 00 Praha 4,,
HRABEC DENTAL OFFICE s.r.o.,28. října 1837/25 702 00 Ostrava,,
"Hradecká stomatologie, s.r.o.",Eliščino nábřeží 322/35 500 03 Hradec Králové,,
Hranická zubní s.r.o.,Tř. 1. máje 1782 753 01 HraniceTel.:  581604167,  581604167,
Hrdlička a syn s.r.o.,Purkyňova 690/62 767 01 KroměřížTel.:  +420 573 34 35 65E-mail:  mudrhrdlicka@seznam.cz,  +420 573 34 35 65,  mudrhrdlicka@seznam.cz
Hrondent s.r.o.,"Revoluční 875/15 415 01 TepliceTel.:  417536096, 417536195","  417536096, 417536195",
HS Centrum Dent s.r.o.,Školní 1286/3 735 35 Horní Suchá,,
HUDEC MEDICAL s.r.o.,"Míru 223 382 73 Vyšší BrodTel.:  383136136, 734253355E-mail:  info@hudecmedical.com","  383136136, 734253355",  info@hudecmedical.com
HUMANIT stoma s.r.o.,Fryčovická 206 739 44 Brušperk,,
HV DENT s.r.o.,Macharova 2291/36 750 02 Přerov I - MěstoTel.:  581243772,  581243772,
HydePark Dent s.r.o.,Vodičkova 12/5 120 00 Praha 2Tel.:  251553730,  251553730,
HygiDent s.r.o.,"Za Mlýnem 1857 686 03 Staré MěstoTel.:  572501419, 605023410","  572501419, 605023410",
Hýl Dental s.r.o.,Dr. Martínka 1491/7 700 30 Ostrava,,
CH - Dent s.r.o.,Smetanova 568 539 73 SkutečTel.:  733145691E-mail:  chlud@email.cz,  733145691,  chlud@email.cz
Chačikjanová Zarine,Stroupežnického 2326/24 150 00 Praha 5Tel.:  257326757,  257326757,
Chaloupka - Myšák s.r.o.,U Světa 750 379 01 Třeboň,,
CHIRDENT s.r.o.,Božkovská 2967/4 141 00 Praha 4,,
CHIREOSS s.r.o.,České armády 163/17 412 01 Litoměřice,,
CHIREOSS s.r.o.,Vítězné náměstí 829/10 160 00 Praha 6,,
CHLOUPEK - DENT s.r.o.,Bukovany 57 779 00 Bukovany,,
Chrastany dent s.r.o.,Plzeňská 49 252 19 Chrášťany,,
CHRUP s.r.o.,Krkonošská 205 543 01 Vrchlabí,,
"CHYVEDENT, s.r.o.","Gen. Janouška 844 198 00 Praha 9Tel.:  281 918 229, 777 724 754E-mail:  dm76pash@gmail.com","  281 918 229, 777 724 754",  dm76pash@gmail.com
ia zuby s.r.o.,Fr. Ondříčka 417/52 370 11 České Budějovice 2,,
"IB dent s.r.o. - Záviškova 151/1 , Velké Meziříčí",Záviškova 151/1  59401 Velké MeziříčíTel.:  +420770 623262E-mail:  bistakova@seznam.cz,  +420770 623262,  bistakova@seznam.cz
IBC Cosmetic Dentistry s.r.o.,"Příkop 843/4 602 00 BrnoTel.:  545176666, 606900952E-mail:  brno@louda-zk.cz","  545176666, 606900952",  brno@louda-zk.cz
IceDent s.r.o.,Živonínská 1630 190 16 Praha 9Tel.:  281972446,  281972446,
IceDent s.r.o.,Račiněveská 2444 190 16 Praha 9Tel.:  736533159,  736533159,
IDAcademy s.r.o.,U Studánky 139/22 170 00 Praha 7,,
Ideal Smile s.r.o.,Krakovská 1392/7 110 00 Praha 1,,
Ideal-dent s.r.o.,nám. Svobody 111/1 769 01 HolešovTel.:  573394449,  573394449,
IFdent s.r.o.,Poděbradská 489/116 198 00 Praha 9,,
ICHTOS s.r.o.,Palackého 1466/46 695 01 Hodonín,,
ICHTYS DENT s.r.o.,"Vodní 13 602 00 BrnoTel.:  541246989, 727892974E-mail:  recepce@ichtysdent.cz,","  541246989, 727892974","  recepce@ichtysdent.cz,"
II. stomatologická klinika LF UP,Palackého 12 779 00 OlomoucTel.:  585418151,  585418151,
IJ DENT PROFI s.r.o.,Babinská 403 331 01 Plasy,,
IKdent s.r.o.,Okružní 4699 760 01 ZlínTel.:  577141762,  577141762,
IKEM,Vídeňská 1958/9 140 21 Praha 4Tel.:  261363163,  261363163,
Iljuk Dental Conversion s.r.o.,Křinické náměstí 1161/10 407 46 Krásná Lípa,,
ILK Dentic s.r.o.,Fryčovická 206 739 44 BrušperkTel.:  558666028,  558666028,
IM Dent s.r.o.,Školní 562 411 08 ŠtětíTel.:  416812140,  416812140,
IM Dental s.r.o.,Mrštíkova 108/10 693 01 Hustopeče u BrnaTel.:  727843818,  727843818,
IMPARADENT s.r.o.,Antonínova 4465 760 01 ZlínTel.:  577012357,  577012357,
ImplaDent s.r.o.,nábřeží Václava Havla 208 541 01 TrutnovTel.:  720072605,  720072605,
Implant s.r.o.,"Javornického 198, Litomyšlské Předměstí 566 01 Vysoké Mýto",,
Ina Dent s.r.o.,Příčná 214 345 62 HolýšovTel.:  379491288,  379491288,
"INC, a.s.",Tovární 19 250 90 JirnyTel.:  228805818E-mail:  inc@jirny.com,  228805818,  inc@jirny.com
Ing. Mário Urban,Sokolská třída 81 702 00 Ostrava - Moravská Ostrava,,
INLAY s.r.o.,Osická 538 198 00 Praha 9,,
InMed-SV s.r.o.,Kaplířova 510 411 13 TřebeniceTel.:  416594588,  416594588,
"INSTAKO, spol. s r.o.","Kamýcká 1077 165 00 Praha 6Tel.:  224383423, 603100312","  224383423, 603100312",
Institut Dentaire s.r.o.,Poštovní 1118/10 702 00 OstravaTel.:  596138753,  596138753,
"Intellident, s.r.o.",Vítězné náměstí 829/1 160 00 Praha 6,,
International Dental Care a.s.,"Na Perštýně 342/1 110 00 Praha 1Tel.:  234251234, 737210111E-mail:  recepce@internationaldental.cz","  234251234, 737210111",  recepce@internationaldental.cz
IP DENTAL s.r.o.,Unhošťská 2533 272 01 Kladno 1,,
IPP - DENT s.r.o.,"Hradební 856/10 500 03 Hradec KrálovéTel.:  495262247, 604407051E-mail:  ippdent@outlook.cz","  495262247, 604407051",  ippdent@outlook.cz
Irina Kostadinova Kerkelova,Jabloňová 2992/8 106 00 Praha 10,,
IRIS AD s.r.o.,Tř. Václava Klementa 869 293 01 Mladá BoleslavTel.:  326813548,  326813548,
IriSdent s.r.o.,Masarykova 506/37 602 00 BrnoTel.:  777050455,  777050455,
"IRMED DENT, s.r.o.",Budečská 1217/44 120 00 Praha 2Tel.:  773852777E-mail:  irmeddent@gmail.com,  773852777,  irmeddent@gmail.com
iStoma s.r.o.,Čechova 2641/44 301 00 Plzeň - Jižní Předměstí,,
IVADENT s.r.o.,Lukášova 184/1 130 00 Praha 3Tel.:  222586298,  222586298,
Iveta Šrytrová,Tigridova 1501/6 140 00 Praha 4,,
IVODENT s.r.o.,Mendlovo náměstí 149/16 603 00 BrnoTel.:  723687685E-mail:  berka@ivodent.cz,  723687685,  berka@ivodent.cz
"J & D Dental Group s.r.o. - Dukelská 348/7, Milovice",Dukelská 348/7 289 24 Milovice,,
JA - HA Dent s.r.o.,Žižkova 1311 282 01 Český BrodTel.:  321610846,  321610846,
Jablodent s.r.o.,Kubálkova 5264 466 01 Jablonec nad NisouTel.:  777086732E-mail:  info@jablodent.cz,  777086732,  info@jablodent.cz
JaKlDent s.r.o.,U Divadla 172 356 01 SokolovTel.:  352626613,  352626613,
JaMa Medical s.r.o.,Liberecká 19 463 42 Hodkovice nad MohelkouTel.:  485145519,  485145519,
JaMa Medical s.r.o.,Antonína Dvořáka 686 511 01 TurnovTel.:  485145519,  485145519,
JaMa Medical s.r.o.,Přepeře 210 512 61 Přepeře,,
Jambura Dent s.r.o.,Táborská 2694/15 326 00 PlzeňTel.:  +420-377459218E-mail:  info@jamburadent.cz,  +420-377459218,  info@jamburadent.cz
"Jan Císař, s.r.o.",Zborovská 1245 753 01 HraniceTel.:  581602766E-mail:  j.cisar@guick.cz,  581602766,  j.cisar@guick.cz
"Jan Císař, s.r.o.",Francova Lhota 325 756 14 Francova Lhota,,
JANA Clinic s.r.o.,Houškova 507/26 326 00 PlzeňTel.:  777594851,  777594851,
